article_number,product_description,category,location,unit,supplier,stock,safety_stock,product_name
10000100,Collector weight 12kg in PE,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector weight 12kg in PE
10000110,Collector weight 15kg steel,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector weight 15kg steel
10000120,Collector weight 20kg steel,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector weight 20kg steel
10000130,Collector weight 25kg steel,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector weight 25kg steel
14006010,"Collector 2x40mm 60m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 60m SDR17 PN10 PE 12.5kg
14007010,"Collector 2x40mm 70m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 70m SDR17 PN10 PE 12.5kg
14008010,"Collector 2x40mm 80m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 80m SDR17 PN10 PE 12.5kg
14009010,"Collector 2x40mm 90m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 90m SDR17 PN10 PE 12.5kg
14010010,"Collector 2x40mm 100m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 100m SDR17 PN10 PE 12.5kg
14011010,"Collector 2x40mm 110m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 110m SDR17 PN10 PE 12.5kg
14012010,"Collector 2x40mm 120m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 120m SDR17 PN10 PE 12.5kg
14013010,"Collector 2x40mm 130m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 130m SDR17 PN10 PE 12.5kg
14014010,"Collector 2x40mm 140m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 140m SDR17 PN10 PE 12.5kg
14015010,"Collector 2x40mm 150m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 150m SDR17 PN10 PE 12.5kg
14016010,"Collector 2x40mm 160m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 160m SDR17 PN10 PE 12.5kg
14017010,"Collector 2x40mm 170m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 170m SDR17 PN10 PE 12.5kg
14018010,"Collector 2x40mm 180m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 180m SDR17 PN10 PE 12.5kg
14019010,"Collector 2x40mm 190m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 190m SDR17 PN10 PE 12.5kg
14020010,Collector 2x40mm 200m SDR17 PN10 included weight in PE 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 200m SDR17 PN10 PE 25kg
14021010,Collector 2x40mm 210m SDR17 PN10 included weight in PE 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 210m SDR17 PN10 PE 25kg
14022010,Collector 2x40mm 220m SDR17 PN10 included weight in PE 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 220m SDR17 PN10 PE 25kg
14023010,Collector 2x40mm 230m SDR17 PN10 included weight in PE 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 230m SDR17 PN10 PE 25kg
14024010,Collector 2x40mm 240m SDR17 PN10 included weight in PE 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 240m SDR17 PN10 PE 25kg
14025010,Collector 2x40mm 250m SDR17 PN10 included weight in PE 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 250m SDR17 PN10 PE 25kg
14026010,Collector 2x40mm 260m SDR17 PN10 included weight in PE 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 260m SDR17 PN10 PE 25kg
14027010,Collector 2x40mm 270m SDR17 PN10 included weight in PE 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 270m SDR17 PN10 PE 25kg
14028010,Collector 2x40mm 280m SDR17 PN10 included weight in PE 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 280m SDR17 PN10 PE 25kg
14029010,Collector 2x40mm 290m SDR17 PN10 included weight in PE 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 290m SDR17 PN10 PE 25kg
14030010,Collector 2x40mm 300m SDR17 PN10 included weight in PE 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 300m SDR17 PN10 PE 25kg
14031010,"Collector 2x40mm 310m SDR17 PN10 included weight in PE 37,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 310m SDR17 PN10 PE 37.5kg
14032010,"Collector 2x40mm 320m SDR17 PN10 included weight in PE 37,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 320m SDR17 PN10 PE 37.5kg
14033010,"Collector 2x40mm 330m SDR17 PN10 included weight in PE 37,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 330m SDR17 PN10 PE 37.5kg
14034010,"Collector 2x40mm 340m SDR17 PN10 included weight in PE 37,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 340m SDR17 PN10 PE 37.5kg
14035010,"Collector 2x40mm 350m SDR17 PN10 included weight in PE 37,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 350m SDR17 PN10 PE 37.5kg
14036010,Collector 2x40mm 360m SDR17 PN10 included weight in PE 50kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 360m SDR17 PN10 PE 50kg
14037010,Collector 2x40mm 370m SDR17 PN10 included weight in PE 50kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 370m SDR17 PN10 PE 50kg
14038010,Collector 2x40mm 380m SDR17 PN10 included weight in PE 50kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 380m SDR17 PN10 PE 50kg
14039010,Collector 2x40mm 390m SDR17 PN10 included weight in PE 50kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 390m SDR17 PN10 PE 50kg
14040010,Collector 2x40mm 400m SDR17 PN10 included weight in PE 50kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x40 400m SDR17 PN10 PE 50kg
14000020,Riffled collector 2x40mm custom length SDR17 PN10,Collector,Collector,Meter,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 custom length SDR17 PN10
14006020,"Riffled collector 2x40mm 60m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 60m SDR17 PN10 PE 12.5kg
14007020,"Riffled collector 2x40mm 70m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 70m SDR17 PN10 PE 12.5kg
14008020,"Riffled collector 2x40mm 80m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 80m SDR17 PN10 PE 12.5kg
14009020,"Riffled collector 2x40mm 90m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 90m SDR17 PN10 PE 12.5kg
14010020,"Riffled collector 2x40mm 100m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 100m SDR17 PN10 PE 12.5kg
14011020,"Riffled collector 2x40mm 110m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 110m SDR17 PN10 PE 12.5kg
14012020,"Riffled collector 2x40mm 120m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 120m SDR17 PN10 PE 12.5kg
14013020,"Riffled collector 2x40mm 130m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 130m SDR17 PN10 PE 12.5kg
14014020,"Riffled collector 2x40mm 140m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 140m SDR17 PN10 PE 12.5kg
14015020,"Riffled collector 2x40mm 150m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 150m SDR17 PN10 PE 12.5kg
14016020,"Riffled collector 2x40mm 160m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 160m SDR17 PN10 PE 12.5kg
14017020,"Riffled collector 2x40mm 170m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 170m SDR17 PN10 PE 12.5kg
14018020,"Riffled collector 2x40mm 180m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 180m SDR17 PN10 PE 12.5kg
14019020,"Riffled collector 2x40mm 190m SDR17 PN10 included weight in PE 12,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 190m SDR17 PN10 PE 12.5kg
14020020,Riffled collector 2x40mm 200m SDR17 PN10 included weight in PE 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 200m SDR17 PN10 PE 25kg
14021020,Riffled collector 2x40mm 210m SDR17 PN10 included weight in PE 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 210m SDR17 PN10 PE 25kg
14022020,Riffled collector 2x40mm 220m SDR17 PN10 included weight in PE 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 220m SDR17 PN10 PE 25kg
14023020,Riffled collector 2x40mm 230m SDR17 PN10 included weight in PE 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 230m SDR17 PN10 PE 25kg
14024020,Riffled collector 2x40mm 240m SDR17 PN10 included weight in PE 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 240m SDR17 PN10 PE 25kg
14025020,Riffled collector 2x40mm 250m SDR17 PN10 included weight in PE 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 250m SDR17 PN10 PE 25kg
14026020,Riffled collector 2x40mm 260m SDR17 PN10 included weight in PE 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 260m SDR17 PN10 PE 25kg
14027020,Riffled collector 2x40mm 270m SDR17 PN10 included weight in PE 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 270m SDR17 PN10 PE 25kg
14028020,Riffled collector 2x40mm 280m SDR17 PN10 included weight in PE 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 280m SDR17 PN10 PE 25kg
14029020,Riffled collector 2x40mm 290m SDR17 PN10 included weight in PE 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 290m SDR17 PN10 PE 25kg
14030020,Riffled collector 2x40mm 300m SDR17 PN10 included weight in PE 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 300m SDR17 PN10 PE 25kg
14031020,"Riffled collector 2x40mm 310m SDR17 PN10 included weight in PE 37,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 310m SDR17 PN10 PE 37.5kg
14032020,"Riffled collector 2x40mm 320m SDR17 PN10 included weight in PE 37,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 320m SDR17 PN10 PE 37.5kg
14033020,"Riffled collector 2x40mm 330m SDR17 PN10 included weight in PE 37,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 330m SDR17 PN10 PE 37.5kg
14034020,"Riffled collector 2x40mm 340m SDR17 PN10 included weight in PE 37,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 340m SDR17 PN10 PE 37.5kg
14035020,"Riffled collector 2x40mm 350m SDR17 PN10 included weight in PE 37,5kg",Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 350m SDR17 PN10 PE 37.5kg
14036020,Riffled collector 2x40mm 360m SDR17 PN10 included weight in PE 50kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 360m SDR17 PN10 PE 50kg
14037020,Riffled collector 2x40mm 370m SDR17 PN10 included weight in PE 50kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 370m SDR17 PN10 PE 50kg
14038020,Riffled collector 2x40mm 380m SDR17 PN10 included weight in PE 50kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 380m SDR17 PN10 PE 50kg
14039020,Riffled collector 2x40mm 390m SDR17 PN10 included weight in PE 50kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 390m SDR17 PN10 PE 50kg
14040020,Riffled collector 2x40mm 400m SDR17 PN10 included weight in PE 50kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x40 400m SDR17 PN10 PE 50kg
14500010,Collector 2x45mm custom length SDR17 PN10,Collector,Collector,Meter,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 custom length SDR17 PN10
14520010,Collector 2x45mm 200m SDR17 PN10 included weight in steel 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 200m SDR17 PN10 steel 25kg
14521010,Collector 2x45mm 210m SDR17 PN10 included weight in steel 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 210m SDR17 PN10 steel 25kg
14522010,Collector 2x45mm 220m SDR17 PN10 included weight in steel 30kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 220m SDR17 PN10 steel 30kg
14523010,Collector 2x45mm 230m SDR17 PN10 included weight in steel 30kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 230m SDR17 PN10 steel 30kg
14524010,Collector 2x45mm 240m SDR17 PN10 included weight in steel 30kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 240m SDR17 PN10 steel 30kg
14525010,Collector 2x45mm 250m SDR17 PN10 included weight in steel 30kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 250m SDR17 PN10 steel 30kg
14526010,Collector 2x45mm 260m SDR17 PN10 included weight in steel 35kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 260m SDR17 PN10 steel 35kg
14527010,Collector 2x45mm 270m SDR17 PN10 included weight in steel 35kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 270m SDR17 PN10 steel 35kg
14528010,Collector 2x45mm 280m SDR17 PN10 included weight in steel 35kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 280m SDR17 PN10 steel 35kg
14529010,Collector 2x45mm 290m SDR17 PN10 included weight in steel 35kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 290m SDR17 PN10 steel 35kg
14530010,Collector 2x45mm 300m SDR17 PN10 included weight in steel 35kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 300m SDR17 PN10 steel 35kg
14531010,Collector 2x45mm 310m SDR17 PN10 included weight in steel 40kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 310m SDR17 PN10 steel 40kg
14532010,Collector 2x45mm 320m SDR17 PN10 included weight in steel 40kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 320m SDR17 PN10 steel 40kg
14533010,Collector 2x45mm 330m SDR17 PN10 included weight in steel 40kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 330m SDR17 PN10 steel 40kg
14534010,Collector 2x45mm 340m SDR17 PN10 included weight in steel 40kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 340m SDR17 PN10 steel 40kg
14535010,Collector 2x45mm 350m SDR17 PN10 included weight in steel 40kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 350m SDR17 PN10 steel 40kg
14536010,Collector 2x45mm 360m SDR17 PN10 included weight in steel 40kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 360m SDR17 PN10 steel 40kg
14537010,Collector 2x45mm 370m SDR17 PN10 included weight in steel 40kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 370m SDR17 PN10 steel 40kg
14538010,Collector 2x45mm 380m SDR17 PN10 included weight in steel 40kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 380m SDR17 PN10 steel 40kg
14539010,Collector 2x45mm 390m SDR17 PN10 included weight in steel 50kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 390m SDR17 PN10 steel 50kg
14540010,Collector 2x45mm 400m SDR17 PN10 included weight in steel 50kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 400m SDR17 PN10 steel 50kg
14541010,Collector 2x45mm 410m SDR17 PN10 included weight in steel 50kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 410m SDR17 PN10 steel 50kg
14542010,Collector 2x45mm 420m SDR17 PN10 included weight in steel 50kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 420m SDR17 PN10 steel 50kg
14543010,Collector 2x45mm 430m SDR17 PN10 included weight in steel 55kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 430m SDR17 PN10 steel 55kg
14544010,Collector 2x45mm 440m SDR17 PN10 included weight in steel 55kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 440m SDR17 PN10 steel 55kg
14545010,Collector 2x45mm 450m SDR17 PN10 included weight in steel 55kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 450m SDR17 PN10 steel 55kg
14546010,Collector 2x45mm 460m SDR17 PN10 included weight in steel 55kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 460m SDR17 PN10 steel 55kg
14547010,Collector 2x45mm 470m SDR17 PN10 included weight in steel 60kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 470m SDR17 PN10 steel 60kg
14548010,Collector 2x45mm 480m SDR17 PN10 included weight in steel 60kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 480m SDR17 PN10 steel 60kg
14549010,Collector 2x45mm 490m SDR17 PN10 included weight in steel 60kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 490m SDR17 PN10 steel 60kg
14550010,Collector 2x45mm 500m SDR17 PN10 included weight in steel 60kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Collector 2x45 500m SDR17 PN10 steel 60kg
14500020,Riffled collector 2x45mm custom length SDR17 PN10,Collector,Collector,Meter,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x45 custom length SDR17 PN10
14520020,Riffled collector 2x45mm 200m SDR17 PN10 included weight in steel 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x45 200m SDR17 PN10 steel 25kg
14521020,Riffled collector 2x45mm 210m SDR17 PN10 included weight in steel 25kg,Collector,Collector,PC,VEN01111 Debe Flow Group AB,100,20,Riffled collector 2x45 210m SDR17 PN10 steel 25kg
